user,item
799,81698
799,101968
71,95988
71,7814
71,94338
71,57372
71,102063
4931,81763
4931,88035
4931,96050
1152,20392
1152,102052
1152,95333
1152,75510
1152,35526
1152,65746
1152,73389
1152,66686
1152,52299
1152,82559
3946,22034
3946,49155
1231,15427
1231,49346
1231,53404
675,44620
675,103753
2683,32282
1292,98436
1292,60615
4668,6617
920,94672
920,15039
920,65274
920,94285
920,77874
920,30324
920,74323
920,41356
3949,100634
3949,100386
2862,44043
2862,2027
2862,67171
2573,70784
2573,27947
2573,96939
1141,44766
1141,39308
2919,88166
2919,66353
2336,80425
4032,97836
3180,50380
825,41489
825,8416
825,38698
825,9156
825,56154
825,53847
825,105027
825,37829
825,36468
825,35037
1759,66123
4520,49465
4520,51701
524,88792
524,81389
1569,12726
1569,11216
1569,49654
1569,18250
1569,100108
1569,77741
6045,30969
6045,16446
4993,69099
4993,67638
4993,47856
1200,40214
1200,17209
6189,64779
2481,36326
3041,99083
3041,93280
5486,22924
5486,95112
17,80342
17,623
17,19958
17,97136
3555,94953
6724,73461
3186,65918
3186,37693
194,75124
194,15067
7305,98346
7305,38271
649,8397
649,94067
2147,86963
993,101511
993,53334
5778,88246
600,90167
600,94623
600,16652
600,91086
600,59138
3721,14189
3721,104601
192,89357
192,46171
192,63284
192,44741
192,101685
192,69144
192,101604
192,62732
192,82435
3595,2318
3595,67644
5498,75246
5498,93228
190,35445
190,104873
190,88437
190,102044
190,28963
190,69049
190,90043
190,99742
190,8339
190,97567
1286,39549
1286,87572
1286,16265
6638,14285
6638,70601
2184,84310
2820,19480
2820,77372
5223,60747
516,94953
516,54373
1144,104169
1144,98373
1144,100638
1144,86625
1144,61596
1144,77646
3156,78863
3156,70701
3156,26940
3156,57087
3156,90277
292,99479
292,24941
292,80361
292,62339
292,97334
292,1958
292,6528
292,97333
292,83794
292,54478
2018,79761
2018,52586
1030,71443
1030,90637
1030,51607
1030,91438
1030,102049
1030,86881
1030,90175
1030,104949
1030,38192
1030,8293
4527,88520
2887,103264
2887,15009
1519,77202
1519,73434
5380,57720
5380,90398
188,56188
188,89119
188,83035
188,69129
188,69825
188,42810
188,12929
188,16458
188,8713
188,94670
6290,56785
6290,75064
6290,9344
1561,88723
1561,97928
1561,81216
5588,100828
5588,14530
5588,104210
2471,86409
2471,15310
2471,61704
2471,89525
3264,94501
792,35054
792,2454
1830,97267
1830,37371
1830,99188
20,82044
20,103451
20,3245
20,13730
6007,16559
6007,95403
1482,6629
2285,103120
2285,95145
1574,62337
1574,49465
1574,103359
3364,62583
3364,86295
4966,95489
268,9510
268,60873
268,23241
268,27998
268,97584
268,71521
268,76761
268,40549
268,83267
268,93222
6567,89575
6567,75247
827,1340
827,5649
827,82263
827,73420
827,104032
827,74097
827,90143
827,102888
827,89357
827,98204
6566,87397
3316,53840
3316,74652
1529,27947
1529,79711
1529,81385
1529,3540
1529,89919
1529,99294
1529,529
1529,18436
1529,1228
2687,96017
2386,49248
2386,88015
2883,18091
2883,94304
2883,1971
1868,97334
1868,86963
209,95558
209,75930
209,59145
4706,65915
4706,103194
2158,82560
5198,34768
6767,96008
6767,96007
2010,63477
2010,55600
2785,35461
6285,99262
6285,59118
6285,68868
1294,95331
1294,61879
1294,448
1162,96055
1162,65258
1031,77202
1031,104321
1031,16458
2442,65930
2442,42816
2163,81265
2163,59118
2163,9697
2163,78961
4290,6859
5996,47426
5996,78948
5996,86830
5996,68037
5996,77478
3762,89575
3762,2398
4582,71068
4856,51924
2220,59142
1131,19302
1131,69904
1131,7819
2084,89567
4284,74934
4284,86851
5652,69686
4373,32588
7189,96017
7189,103818
4270,103120
643,103753
643,90817
643,75340
643,45980
7130,104934
7130,102040
3158,45980
3158,72644
2752,13966
6242,87600
5360,92408
3369,13643
3369,35446
3369,72195
3781,63300
3781,59328
2300,35462
2300,63699
2300,65904
2300,91106
2300,25084
2300,89764
2300,10672
2300,21256
2300,97444
2300,80591
6195,28303
7099,104629
7099,100048
1043,98069
1043,76213
1043,20239
931,104359
931,60716
931,37212
931,89267
931,98705
931,32282
931,35941
931,100214
931,40224
931,55365
1999,51894
1112,68805
1112,27349
1112,67057
1112,80877
1848,54913
1848,38743
5119,7272
2070,45313
2070,91103
4050,86097
1694,69810
1694,48593
1694,41949
4361,101011
4361,4562
4361,92805
4361,83000
4361,100235
4361,100636
4361,27501
4361,28403
4361,40579
4361,89577
3390,102674
3390,92487
2710,100805
2710,100319
5883,89769
5883,94000
3624,78168
3624,72785
3624,4234
3217,56116
345,86896
345,41057
345,93720
345,80730
4188,93351
4188,72644
4188,51894
4188,63309
4188,21256
4188,12037
4188,18953
4188,30723
4188,8682
4188,102951
2692,77204
4468,92793
2189,28963
2634,99622
6476,102638
6476,61879
3766,57639
3766,76966
3829,10346
3829,40501
703,79223
703,104601
703,17755
703,34265
703,75308
703,88253
703,85430
703,16244
703,31691
2047,53336
6712,93716
104,95403
104,38398
104,69068
104,74590
104,97858
104,47913
104,73623
104,16541
104,17293
104,103298
3879,75246
3879,66687
3879,77202
3196,35929
3625,67170
4804,75354
1178,62184
1729,74806
1729,104212
1729,3050
3012,14189
5642,97584
5642,90451
642,89791
642,74034
422,42622
422,90083
422,71068
422,51699
422,78005
422,14505
422,44917
422,37033
422,1792
422,5449
3751,49300
3751,40785
3751,64202
5966,79710
6353,100616
6353,4934
6353,80762
1670,100100
1670,19302
127,85301
127,80895
115,42623
115,57673
161,86325
161,49465
251,37996
251,5457
251,39495
251,76789
251,345
251,90010
251,84088
251,10684
251,29916
2712,49225
2712,87688
2712,17931
1253,104015
1253,37627
1253,58224
1253,4007
1253,96536
1253,57040
1253,64766
1253,87258
1253,57673
592,99621
592,53090
592,102638
592,89306
6555,62337
6555,87782
6555,62339
1028,80180
2103,99040
1558,81763
6141,89239
1499,72098
1499,89977
1499,13272
723,99537
723,71069
723,87762
2260,19480
2260,44041
1011,93228
1011,89278
1011,74865
1011,31521
347,75646
347,101697
347,60932
169,101914
169,4650
445,69078
5657,35208
5657,17798
2002,65144
2002,62864
2002,33674
454,36192
454,5144
454,34380
2952,81265
4869,88448
4869,24590
4869,90735
4869,94746
1742,60747
415,61101
415,71036
4341,99617
4341,20479
2699,45926
5691,71067
5691,96009
4297,60169
1821,26049
1821,54385
1821,63405
5978,103298
5978,38213
3848,91549
3848,14659
3443,84146
2567,50552
2567,9357
2567,12893
1469,77202
1469,102897
1469,59014
6764,43616
5763,90697
5678,6688
2408,71843
2408,45790
2408,77202
6972,47498
6972,100450
3120,74458
3120,76558
3120,61664
389,99260
389,97334
389,89122
389,58275
389,88246
963,19940
963,80847
963,90647
963,8389
963,70341
963,27591
963,34259
963,23190
963,14780
2351,89868
2351,7851
4399,61596
4399,4140
5347,55581
425,75246
425,95692
425,66568
425,75242
425,1568
425,98770
425,1787
425,97485
6803,53090
6803,81418
6803,98831
1381,93512
1381,86851
6043,47498
6043,91106
2997,90225
1632,58784
1726,73441
1726,93226
4137,89769
4137,71051
591,72397
591,79798
591,97520
591,21179
591,89119
591,38885
591,67991
591,101120
591,87717
233,86169
233,54720
233,5030
3812,19104
2808,68473
2808,6200
2808,75167
2879,79565
2879,61351
2879,43082
2879,68263
3847,97834
1288,42251
4695,54246
4695,42280
2526,49465
2526,41888
2526,7994
2526,26049
2526,86237
2526,9696
2526,87481
2526,53097
2526,89222
2526,9698
6065,34636
6065,3624
5718,44041
339,74652
339,80978
339,102766
339,97289
339,58818
339,34711
339,104364
339,24944
339,93578
1148,90047
1148,56388
1148,76027
1148,91106
1148,74493
1148,97105
2700,95482
2700,74651
165,89269
165,90041
165,18242
165,71823
3485,54996
3485,88490
3878,66613
3878,1205
4450,64361
4450,84310
5105,100744
6297,24944
6297,39229
6297,95917
6297,98346
5435,5166
6563,88520
6563,77322
6418,101914
6418,44099
6418,64308
2456,35461
966,47909
966,101382
966,15319
966,67398
4283,19480
1090,100100
1090,60474
1090,40575
1090,16835
1090,18738
1090,30666
1090,64718
1090,70341
1090,64429
1090,105067
6533,95427
759,92993
759,103362
759,48814
759,103811
759,38460
759,43347
759,104186
759,89852
3908,95409
7001,58354
7001,71168
7001,95791
1349,103424
4504,84769
4504,15203
3022,88185
3022,104873
6439,94204
6439,51701
3194,10362
2941,77430
2941,69099
6005,87705
6005,16620
3945,75742
3945,37693
3945,93721
1476,15357
1256,51908
1256,7323
1256,102901
1256,32282
1256,99519
1256,62608
1256,36715
1256,101654
1256,95422
1256,100744
2185,102354
3413,54897
318,41856
318,72642
318,93781
318,103563
318,63861
318,72343
318,49225
318,94505
5897,19533
5897,97834
5897,83672
5897,18949
5897,73339
5897,80766
5897,35533
5897,40857
5155,48423
5803,95424
5803,91562
5803,87395
580,72529
580,67114
580,102643
580,104170
580,55787
580,102052
580,54384
580,13643
580,36485
580,100783
656,61667
656,26219
7176,97332
7176,88723
3258,65427
1072,9629
1072,51756
2343,79277
2089,75969
1422,74810
144,65427
5077,15427
5077,14361
4132,1891
4132,74990
1669,61266
1669,14516
1669,2906
1669,99714
3,33642
3,100820
4238,67845
2666,88020
2666,18041
420,75250
420,91065
420,16265
420,60120
420,40214
420,74031
420,96197
420,101738
420,96939
420,63873
3354,48593
3354,77202
3354,64371
6375,45916
6375,7846
6375,95654
6375,83630
5908,65164
5908,72741
5908,65426
2500,15253
2500,45926
2529,16496
2529,51611
2529,80741
2529,78583
2529,55194
2529,73961
2529,58421
2529,68037
2529,20309
3737,90225
3737,101715
4471,57720
4471,4923
4471,14042
273,54254
273,71912
273,92662
273,40853
2836,80978
2836,68842
5081,77202
2419,74494
2419,42368
2419,59135
2419,7219
2419,99504
891,86898
891,81533
891,97333
6334,91117
2715,87390
2715,98650
2715,18684
791,50106
791,36324
5557,89377
5557,101094
1054,104899
1054,97159
5006,44013
5006,7963
4000,49465
2413,11787
2413,98373
116,100108
116,20195
116,15830
116,78863
116,95435
116,64650
116,58738
116,78238
116,86423
1330,38160
1330,99177
2850,78263
7153,51187
2588,81265
2588,102040
2588,93826
2588,81264
2588,6532
2588,91170
984,83927
984,3948
3787,104981
3787,49655
952,72786
952,42990
1859,103273
1859,71357
4733,1219
4733,55315
1317,81886
1317,18603
362,104875
362,63146
362,103418
362,7994
1099,23251
1099,77283
1099,42124
1099,85051
1099,86802
1099,42065
1099,10024
1099,73328
1099,34613
1099,55415
6343,65913
6343,67814
3167,87717
107,100100
107,45790
107,81889
107,100785
107,94957
107,64902
107,103746
107,63477
107,15043
85,15037
85,57195
85,75477
85,99417
85,28565
85,73306
85,54750
85,36135
85,98408
85,57740
294,69176
294,80130
294,89119
294,18438
294,18041
294,4391
294,93615
294,36745
294,64153
294,91295
464,47386
464,6620
2316,67735
2316,80014
2316,91917
2316,3595
2316,103980
2316,39158
2316,48287
2316,71836
2316,43853
2316,90305
2717,17798
2717,86977
2717,73312
2599,77204
6054,43435
6969,97752
3427,94958
3427,88549
3427,23273
3427,97103
3427,81791
3427,15065
3427,7593
3427,71003
3427,38160
4247,52577
4247,86867
4247,33899
1425,90126
1425,83369
5235,28795
249,8282
249,98746
249,97332
249,63374
249,9304
249,45929
249,51932
249,8267
249,86957
249,74493
2156,101912
1137,97435
1137,86097
1137,104727
1137,3477
1137,72644
1137,2893
1137,66623
1137,80844
303,22684
303,23188
303,99622
303,86143
303,56791
303,91114
303,91120
303,103125
303,29393
303,37966
783,104934
783,29147
783,42326
1344,94424
1344,101968
4597,38037
2929,15310
2929,4411
1020,58234
1020,98108
1020,33877
1020,48738
1020,97668
1020,5692
1020,3244
1020,65857
1020,13796
837,34202
837,104996
837,37371
837,95642
837,46309
837,103910
837,23825
837,16307
837,48478
6453,99617
6453,75280
1944,52067
1944,41018
1944,58924
559,104297
559,103194
559,83439
559,74181
559,71069
559,86506
559,94338
559,31168
31,94201
31,50209
31,100820
274,100765
274,76872
274,4234
2690,100805
2690,35434
739,18526
739,89249
739,39597
2865,68022
2865,68807
2865,92850
1492,50620
1496,7518
1496,102052
1496,23742
1391,74652
1391,58700
5589,48593
5589,103640
5589,88723
5589,51756
1617,68597
1617,94863
1617,98347
1617,97728
1617,74930
1617,11026
1617,17037
1617,63394
1617,41774
1617,94040
1474,61011
1474,103863
6150,37427
2019,94732
2684,71051
2684,56841
2684,55257
475,103359
475,83883
475,103280
475,89355
475,49465
475,79164
475,26019
475,87596
475,9786
475,97212
7017,93367
5390,68815
5390,92843
5585,71069
1587,100100
1587,31955
1587,75265
1587,59756
1587,80730
1587,95595
1587,45735
1587,92938
1587,9846
1587,19050
2800,88677
2800,75122
1811,98373
1811,63477
1005,25402
1005,54384
1005,87395
2067,12548
5873,65225
4701,54321
4918,88615
4918,14911
5900,72817
1369,68233
1369,16301
6147,3318
6147,101746
5617,103264
6159,86122
2157,61663
3803,6040
3803,65940
918,40693
918,2281
918,7653
918,88437
918,32394
918,21454
918,63641
918,100035
918,80785
918,95928
72,64851
72,72050
72,37903
72,66125
72,95482
72,17731
72,103894
72,37635
72,37855
72,98557
2654,78244
2654,29790
2654,75808
4556,40436
4556,28936
1439,8908
3816,94501
738,90734
738,68382
6318,58430
397,80895
397,98650
300,104321
300,61747
300,52677
300,102120
300,55428
300,90095
300,85076
300,43893
300,90723
300,67021
202,93377
202,51514
202,44303
202,70515
202,9344
202,87055
202,36928
202,76627
202,38953
202,29364
4180,101153
1114,71370
1114,93289
1114,70175
1114,83794
976,20198
976,99447
658,91106
3023,77202
3023,70862
3023,45818
3023,16767
1147,18020
2934,82465
2934,87460
2552,86280
2552,63012
2552,717
82,81219
82,21749
82,92487
82,100134
82,61286
82,100658
82,69487
82,18110
82,37589
82,86178
3619,77911
2357,88035
4315,9357
3213,78435
3213,13648
2720,103792
2720,19950
5935,101752
5935,98347
6984,51701
1269,71068
42,55225
42,75742
42,89733
4413,55577
3860,56116
3860,10229
3860,14189
1965,81570
1965,71051
1699,61730
1699,91728
1699,16872
778,34368
778,95641
778,50270
778,31176
778,95500
778,6982
778,42058
778,45202
778,38859
3528,34521
223,46298
223,18246
223,88316
223,55257
223,66678
223,70601
223,4721
223,101932
223,98373
5614,92659
1273,92659
1273,95427
1273,98829
1273,1891
764,77202
764,95112
764,75736
3950,42212
3950,102387
1918,61050
3689,101399
3689,88035
2732,36577
2732,42405
2732,52720
367,101079
367,36526
367,61730
367,45782
367,85596
367,91087
367,75143
367,37159
367,21803
367,24004
3188,19302
3188,39657
3188,22335
3188,79370
3188,17868
3188,72481
3188,104786
3188,86301
1554,84858
1554,5403
1554,89342
1554,98147
1554,75962
1554,54019
98,15910
98,24654
98,78250
98,29183
98,93003
98,90773
98,89249
98,58708
98,45980
2409,53185
2409,45986
1939,102052
181,49992
181,98705
181,96017
181,74177
181,104786
181,2050
181,10848
181,75244
181,39088
977,29375
977,38235
6429,100131
6429,69227
1430,69049
1430,14196
1430,96159
4849,9635
4849,8587
4849,88442
4849,17034
4849,97367
4849,23045
4849,65418
4849,74399
4849,65968
4849,90288
2390,51135
2390,14361
4484,81698
4484,58894
7346,95403
2086,8297
2086,43284
2086,89696
5005,90411
5005,99718
1783,78398
1783,60414
1783,86439
1783,48925
1783,65909
1783,35867
1783,73152
1783,74031
1783,15361
4082,53186
4082,12579
4082,77251
6146,104786
6146,99647
7361,84073
7361,88132
1675,13927
2742,490
2742,48276
6999,10710
2967,8726
2967,47867
2967,38749
2967,11799
2967,90968
2967,69996
2967,88239
2967,100956
2967,98466
2967,47561
4320,46566
663,66813
663,90718
663,99731
663,18457
663,34396
663,55290
663,100634
663,62434
663,74638
1177,93634
1177,28373
5592,71434
5592,36241
2644,78257
2644,86906
1628,88437
1628,86885
1628,87978
3715,90737
3715,18271
3715,14966
5988,53680
717,103894
717,48475
717,88255
5799,77050
706,48581
706,10848
706,88677
706,100700
706,8566
706,65420
706,91887
706,65043
706,9565
4765,31431
4765,19104
3441,99622
3441,80813
5416,66994
5416,97770
3533,86328
3533,89235
1392,92845
476,86989
476,1148
476,103690
476,80782
476,55772
476,39815
476,63941
476,65896
476,2987
1721,55200
3447,49155
6856,41316
814,98168
814,92776
814,56841
814,33597
814,83851
814,11788
814,94654
814,28642
2714,89280
2714,50385
2142,98650
2142,71068
2142,25016
1287,43874
1287,56097
762,86526
762,7955
762,89695
762,57254
762,104219
762,90170
762,6024
2313,69078
2313,102901
2313,1245
2313,95279
2313,322
2313,27591
2313,11954
2313,67242
2313,12862
2313,63632
5570,104015
5570,83595
5570,90227
3306,98999
4879,94412
4274,78940
4274,44665
4274,51706
1597,103125
1597,73435
1597,102055
1597,55241
1597,20856
1597,13468
1597,97951
1597,61214
1597,72608
1597,103956
3839,73566
5404,71069
5404,75926
217,102040
217,51756
217,37486
217,9323
217,9659
217,95279
217,64930
217,92850
217,20309
217,20124
2061,74592
2061,96016
2061,49136
786,82001
786,13942
184,102118
184,102351
184,58982
184,103174
184,15067
5352,19050
2562,98557
470,61126
470,88855
470,104385
2418,97334
2418,8293
4680,12070
4680,101903
1412,66511
1412,104649
371,35501
371,78049
371,94323
371,44041
371,37286
371,38909
371,98004
371,94320
371,75246
371,86165
1869,19104
151,94323
151,35884
151,82027
6674,65915
6674,97444
6674,65913
6674,27817
4080,104908
4080,13475
279,88549
279,6942
3552,61436
3552,59119
3552,47563
3552,98779
1981,98464
645,54748
645,61699
645,68931
571,97752
571,62937
571,33597
3494,34417
3494,95489
3494,82182
715,13211
715,422
715,89618
715,39549
715,81385
715,30666
715,7252
5459,74607
5459,99354
1105,77202
1105,100576
1105,72610
6716,73564
6797,80769
3162,102901
3162,77322
3915,50357
3915,73152
1447,76880
1447,97687
1447,43893
6821,6528
6821,72706
2177,72926
2177,81739
5466,44028
5466,62732
2737,97893
2737,86379
7272,39756
7340,64327
7340,95779
4894,69950
7185,77202
7185,93228
865,102043
865,58798
865,71068
865,63822
865,51700
865,61607
865,55539
865,99264
865,44530
3939,88253
3939,42785
3939,98347
2151,89235
2969,95901
3418,60906
1300,1377
1300,56866
1300,41336
1300,91632
1300,94794
1300,68515
4184,40213
3964,41537
3964,40422
3964,104982
3964,48372
3964,94136
3964,42210
3964,44547
1688,17037
3235,100744
3235,84659
3235,94254
3235,67845
6786,100576
6786,62732
6786,93227
6786,99714
6786,56201
4385,36298
4385,89769
2107,89791
581,45337
581,34496
581,53228
581,42242
581,68581
581,104298
581,43284
581,37546
581,102044
581,104343
124,103709
124,89525
124,75280
124,35044
124,71614
124,67311
124,73151
124,97037
2719,38909
2410,50879
4477,41146
4477,100616
4477,72817
4477,53090
5501,13208
1181,56782
1181,75742
1181,56785
2383,17931
2383,99774
4551,3611
6388,94257
6388,94254
95,94497
95,75546
95,75445
95,48593
95,88873
95,34350
95,81385
95,75544
95,104909
95,34370
6486,14069
6486,490
6486,23963
1879,6982
1879,29285
1879,40841
3405,57673
3405,7225
670,64371
2380,71364
2380,5588
2380,88255
2380,29325
2380,46471
2380,86799
3350,10306
2527,93977
2527,38282
2527,12579
2527,25906
2527,77073
2527,80767
2527,44453
4400,44932
1123,103753
1123,42349
661,33670
661,58652
1082,94732
1082,68277
1082,77024
1082,66007
1082,27517
1082,24941
1082,26111
1082,88197
1082,101978
1082,8413
6846,21498
6702,94761
4844,72393
4844,71063
5373,70341
41,35582
41,103359
2653,56842
2653,98347
3894,104808
3894,82625
297,93977
297,104695
297,18542
297,57649
297,90288
297,94920
297,57040
297,55574
297,93533
297,105110
247,67605
247,65447
247,71297
247,79649
247,3078
247,19103
247,3520
247,51603
247,63267
247,16137
1100,53489
1100,67438
1100,6778
1100,89341
1100,4536
1100,64942
1100,84450
1100,29207
1100,41392
5058,97444
5058,61392
5140,74177
5140,55315
6340,86376
6340,104584
910,90041
910,68509
910,16333
910,75565
910,90040
910,103362
910,57894
910,72719
910,4934
910,26786
4,64076
4,90283
4,104915
4,9144
4,45859
4,22320
4,52624
4,49879
225,85890
225,101926
225,7252
225,38454
225,60720
225,79009
225,93242
225,54664
225,34695
2016,93853
2016,24990
3339,93147
3339,82593
3339,11863
3339,88721
3339,69620
3339,101681
3339,80252
3339,90005
3339,41307
3339,48918
2872,101686
2291,89868
2291,103561
2291,64457
2291,86097
2291,104223
2291,84940
2291,1326
2291,71412
3714,104695
3714,78475
3192,86409
3192,96939
4160,90409
4160,10094
4160,63749
2812,86963
2812,77124
1196,77202
1196,88615
1196,104421
1196,85069
1196,77544
1196,56834
1196,65414
1196,59177
1196,28564
1196,59145
4835,3393
4835,8817
6224,94412
3956,68239
3956,22034
3956,20210
3956,92661
3956,72767
3956,66667
3956,66386
3956,67145
1289,78215
3076,73434
3076,38313
1945,746
1945,58285
1768,93535
5921,58247
2824,9152
5265,61730
2190,51701
6465,104008
6465,59005
3869,55259
3869,99277
3869,69995
3869,88316
3015,102643
3015,28738
3015,79099
3015,52348
3015,80919
3015,103261
3015,75194
3015,40575
3015,52763
3015,78114
531,71063
531,71938
531,4411
531,42243
3303,42595
3303,49523
3303,24993
4735,29183
4735,85213
4735,86851
103,102649
3574,43599
3574,77611
3574,92845
3574,87556
3574,77712
1515,86885
1515,11896
1515,55257
1515,6608
1515,95482
6039,97333
6039,88896
6039,16301
2763,103383
4365,61879
1803,97333
1803,92535
6435,36492
2866,93634
6643,71843
6643,51341
903,2297
903,86347
903,103135
903,43796
903,87598
903,9629
903,87141
903,72080
903,71887
903,53818
3454,17931
3454,89306
385,61436
385,62304
957,35463
957,62855
957,44185
957,33558
957,100826
957,74173
957,100811
957,57878
7275,65427
7275,7261
7275,49300
473,74295
473,57694
473,49827
473,71521
473,7597
473,95872
473,77583
473,37486
473,92991
473,49165
1371,83434
5449,14007
3044,61419
3044,65427
3044,15009
3044,94672
3044,88281
3044,60806
3044,88682
3044,101320
4389,46843
2054,99611
2406,86989
2406,91104
2406,49093
4858,86830
4858,95549
4858,36450
4858,32943
4858,51750
4858,37135
4858,104487
4858,43727
4858,42731
1284,37371
1284,89357
1284,33474
1998,90406
1998,86881
5181,36150
5181,13157
5082,100048
4600,81569
4600,96378
412,2783
412,73253
3363,87668
2728,62337
2728,95324
2728,32282
4841,99177
4841,61711
4841,87299
4841,44008
1856,81265
1599,86851
1599,88257
1599,103561
973,41316
973,60207
481,81123
481,71072
481,30618
481,75316
481,93353
481,56452
481,48009
481,42758
481,72644
481,43645
6066,75308
6066,12417
735,15310
6659,97444
6659,84264
6659,72798
3669,61419
3669,77925
3669,98612
3669,92793
3669,11091
3669,8912
3669,56829
3669,14549
3669,48786
3669,35834
2307,60639
2307,97852
2307,103675
2307,91054
2307,14639
2307,103440
2307,103102
2307,98377
1906,30781
1906,86987
504,53916
1468,103818
1468,81570
1468,96473
1468,49465
1549,87236
1549,86272
1549,57325
1549,71068
1549,84538
1549,98168
1549,99759
1549,38561
1549,54029
1549,14803
4843,61889
4839,77202
4839,21539
6430,99550
6430,50805
6430,48475
5790,98346
5790,86914
5790,62285
6167,65981
1735,99198
4800,74997
4800,97685
3128,77202
3128,103119
3128,14468
407,37549
407,42173
407,24790
407,55181
2829,95060
2829,18826
1171,60428
6049,9344
6049,72399
6275,104015
6275,42243
3798,39799
3798,1941
1614,104695
1614,93414
909,9246
909,60348
909,21611
909,62152
909,14518
909,5715
909,5689
909,38348
909,29325
909,16059
4204,88393
4204,101746
4204,7709
5033,89575
4431,20464
4431,18835
1542,95482
1542,49660
1542,24944
1542,64055
1542,49225
1542,90536
1542,67790
1542,86439
7258,43854
948,92850
1417,44966
1417,80968
1417,8869
1417,71582
1417,4172
1417,86295
1417,10152
1417,57008
1417,57746
1417,87668
2455,47498
5153,87258
211,65144
211,583
211,93985
211,84310
211,102604
211,37371
211,70341
211,54407
211,90225
211,54812
3774,100576
264,93422
264,93421
264,55085
264,41537
264,75477
264,59560
264,61956
264,38854
264,54806
264,95917
6423,26049
6423,101237
6423,32226
4265,94315
4265,13809
4664,51632
2702,24826
2702,19342
2780,80978
2780,342
2780,11026
2780,84597
3986,104882
3986,100744
699,64859
699,72912
699,32618
699,21659
699,94725
699,2454
699,78266
699,66792
6187,73394
6187,97621
1822,75308
1822,67845
1822,35190
2614,103600
2614,93328
2614,2068
5693,86187
5693,4578
3367,69176
3367,95779
3274,11361
4506,42594
4506,97972
1122,64632
1122,93226
5158,16580
5158,342
1622,97835
1622,51756
1622,105011
380,103675
380,40496
380,39820
380,103269
380,7593
380,40841
380,73385
380,72942
380,80622
380,40699
563,79015
563,86963
6850,7236
6850,17512
1477,102438
1477,82856
1477,62945
550,66903
550,101079
550,40719
550,91792
550,69099
550,36899
550,32037
550,65739
550,95282
550,100312
4369,13778
3153,77202
3589,103427
4362,77159
4362,80270
4362,77525
4362,67466
4362,55241
4362,35462
4362,64515
4362,14262
4946,74984
4946,89063
6306,101371
7021,68815
7021,74898
7021,71436
7021,92845
7021,102044
7021,80841
7021,76529
7021,100370
7021,94310
850,22451
3106,100744
3106,102895
3795,86963
3795,34496
3917,67315
3917,1978
599,99277
599,46583
599,74984
599,77925
599,59890
4045,96017
4045,100089
4045,104899
4045,58169
4045,99718
437,87460
437,12551
3321,45859
3321,42758
3321,91911
3321,102052
48,103675
3115,76880
3479,62742
3479,7254
5659,47909
5659,92187
5659,61711
5480,90893
4884,91092
4884,61730
2192,99438
3538,91905
6784,61437
4731,97193
2355,50542
2355,59144
2999,50287
2999,96778
3808,90475
3808,99617
1077,16446
1077,19104
1077,100622
1077,90735
1077,90734
1077,95269
1077,18464
1077,73498
1077,16234
1077,75321
6035,32364
80,57621
80,39035
80,61156
80,91438
80,100575
80,77525
80,88549
80,94958
80,104764
80,62706
6301,36288
5758,4613
2344,95704
2344,19776
2851,35629
2341,65915
2341,100805
553,33398
553,97675
7296,78863
7296,96461
7296,74458
807,51607
807,16800
13,51756
13,76087
395,100213
395,56201
395,9789
395,92341
395,14505
395,38313
395,88242
395,43464
395,35316
395,81265
4022,86830
4022,43727
3215,86885
3215,97148
3215,94953
3215,89342
1550,97347
1550,35664
1550,96783
1550,11565
210,77202
210,77204
210,88015
210,97485
210,72056
210,95779
210,102118
210,42805
210,63146
210,766
1545,90288
1545,63941
1545,32841
1545,97779
1545,103033
1545,103261
605,28795
1527,93461
1527,76661
1527,83651
1527,76019
1527,90737
1527,90641
1527,52652
1527,42251
1527,80730
1427,95482
1427,1633
1427,67134
1427,52777
4019,39682
4019,80286
6581,72835
3148,56160
3148,97467
7019,68639
7019,11426
1583,75308
2906,5110
2906,89575
2906,100196
2906,89235
1298,98347
1298,35459
1298,20173
219,57364
219,68691
219,99294
1429,48593
1429,93948
1429,92240
1429,15678
4275,13730
4275,3656
4275,75270
4275,55169
785,86851
785,45510
4412,74788
2050,71072
2050,9334
6521,47498
5194,9786
5194,57137
3146,25157
3146,68982
3146,104430
4675,103264
6069,100209
6069,42387
851,99306
851,79435
851,27333
851,72597
851,14377
851,47093
851,90398
4043,100926
5509,49189
4236,104176
4236,95904
4236,12742
6021,68411
6021,32536
6021,102040
5428,41869
5428,93096
2305,91320
2305,92655
2305,99318
2305,51200
2305,95884
2305,40549
2305,92139
2305,96811
2305,75291
2305,57170
5768,63385
305,87397
305,45428
305,87287
305,74493
305,50357
305,77501
305,33356
305,81763
305,39427
305,93977
922,87460
922,93767
922,98768
922,84437
922,62732
922,67398
922,100955
922,26811
922,69633
1613,86401
6397,55165
6397,81265
6397,78080
16,85051
16,734
16,103467
16,90458
121,36101
121,94672
121,75308
121,82862
3575,103652
3575,94136
3575,20538
3575,95403
3575,104982
3575,98238
3575,66931
2675,34132
5383,43284
5383,67605
622,1845
622,101459
622,56785
622,86989
622,104830
622,50380
622,44966
622,12604
622,40658
5062,103440
5062,88437
702,69604
702,94965
702,76267
702,61678
702,28993
702,29582
702,91984
702,84289
702,3123
844,67605
844,88623
844,25458
844,72013
844,97146
844,36375
844,41779
844,29431
844,81646
844,47584
1048,54380
1048,7322
1048,83463
1048,85220
